Y;X;date_from;date_to;Operation time;Last year;Use data;gaw_id;platform_id;platform_name;TEMIS Dataset index (in TEMIS sheet);TEMIS_dataset_name;TEMIS Lat;TEMIS Lon;Diff_lat_lon;dx  (from https://www.kompf.de/gps/distcalc.html, Verbesserte Methode);dy;Distance;wmo_region;contributor_name;revision_date;country_code;elevation;elevation
50.21666718;-5.316666603;1952/01/03 00:00:00+00;2000/06/01 00:00:00+00;48.44383562;2000;1;CBR;36;Camborne;101;Camborne_teff.dat;50.217;-5.317;0.000666217;0.023748943;-0.037042866;0.044002116;VI;UK Meteorological Office;;GBR;88;88
-2.759999991;-171.6999969;1965/02/16 00:00:00+00;1965/12/28 23:00:00+00;0.863013699;1965;0;CTI;108;Canton Island;114;Caton_Island_teff.dat;-2.46;-171.43;0.569996891;-30.0194933;-33.389999;44.90057918;IV;NOAA - Climate Monitoring and Diagnostics Laboratory;;USA;3;3
38.45500183;-109.821701;1997/07/31 10:44:53+00;2004/06/18 05:10:49+00;6.887671233;2004;1;CAN;385;Canyonlands (UT);104;Canyonlands_teff.dat;38.28;-109.49;0.50670283;-28.94854401;19.47770368;34.89124734;IV;US Environmental Protection Agency and the University of Georgia at Athens;;USA;1814;1814
-40.68222046;144.6883392;2000/01/02 05:02:29+00;2005/12/31 04:57:10+00;6;2005;1;CGO;522;Cape Grim;106;Cape_Grim_teff.dat;-40.4;144.4;0.57055966;24.39088801;-31.4111372;39.76902008;V;Australian Bureau of Meteorology;2018/05/04 13:55:18+00;AUS;94;94
46.86999893;-68.01000214;1958/04/24 00:00:00+00;2018/07/01 00:00:00+00;60.22739726;2018;1;CBM;20;Caribou (ME);110;Caribou_teff.dat;46.867;-68.03;0.02299679;1.521948586;0.333780909;1.558119762;IV;NOAA - Climate Monitoring and Diagnostics Laboratory;2020/11/17 14:08:11+00;USA;191;191
33.56666565;-7.199999809;1969/04/02 00:00:00+00;2011/07/13 00:00:00+00;42.30684932;2011;1;CAB;158;Casablanca;112;Casablanca_teff.dat;33.57;-7.67;0.473334541;43.59015038;-0.371113155;43.59173012;I;National Meteorological Service of Morocco;2018/05/30 12:26:09+00;MAR;56;56
29.14500046;-103.5130005;2001/01/01 00:00:00+00;2006/09/28 00:00:00+00;5.742465753;2006;1;CTL;356;Castolon (TX);66;Big_Bend_teff.dat;29.17;-103.1;0.43800004;-40.14434351;-2.782448802;40.24065528;IV;US Department of Agriculture - Colorado State University;;USA;677;677
19.47999954;-99.72000122;1969/01/02 00:00:00+00;1970/05/02 00:00:00+00;1.328767123;1970;0;CER;124;Cerrillos;360;Mexico_City_teff.dat;19.333;-99.183;0.68400076;-56.37377053;16.3610488;58.69996526;IV;Mexico Institute of Geophysics;;MEX;2640;2640
39.66666794;63.59999847;1973/01/02 00:00:00+00;1992/12/01 00:00:00+00;19.9260274;1992;1;CHZ;278;Chardzhev;109;Cardzou_teff.dat;39.083;63.6;0.58366947;-0.000131649;64.96224172;64.96224172;II;Main Geophysical Observatory of  Russia;;TKM;191;191
33.5;126.5;2001/02/27 05:54:59+00;2001/06/09 03:31:00+00;0.279452055;2001;0;CHE;444;Cheju;115;Cheju_teff.dat;33.5;126.5;0;0;0;0;II;NOAA - Climate Monitoring and Diagnostics Laboratory;;KOR;300;300
23.10000038;121.3700027;1991/02/12 00:00:00+00;2021/07/01 00:00:00+00;30.40273973;2021;1;CHG;306;Chenggong;116;Chengkung_teff.dat;23.099;121.365;0.00600308;0.512175597;0.111342294;0.524138292;II;Central Weather Bureau of Taiwan;2019/04/08 16:35:14+00;TWN;34;34
-12.5;-76.80000305;1975/05/24 14:24:00+00;1975/05/25 19:44:00+00;0.002739726;1975;0;CIC;224;Chilca;119;Chilca_teff.dat;-12.3;-76.48;0.52000305;-34.78580363;-22.26;41.2984229;III;NASA Goddard Space Flight Center;2018/04/24 12:51:46+00;PER;1;1
47.00130081;28.81559944;2003/07/04 00:00:00+00;2023/09/30 00:00:00+00;20.25479452;2023;1;ARG;455;Chisinau;276;Kishinev_teff.dat;47;28.82;0.00570137;-0.334082107;0.144780153;0.364104582;VI;Academy of Sciences of Moldova-Atmospheric Research Group;2018/04/24 12:51:59+00;MDA;205;205
-43.47999954;172.5500031;1965/03/30 03:00:00+00;1965/12/22 00:00:00+00;0.731506849;1965;0;CRC;138;Christchurch;122;Christchurch_teff.dat;-43.28;172.33;0.42000264;17.79943177;-22.2599488;28.50131738;V;National Institute of Water and Atmospheric Research of New Zealand;;NZL;34;34
58.737902;-93.820581;1968/07/19 18:36:00+00;1979/03/15 17:08:00+00;10.66027397;1979;1;CHL;77;Churchill;124;Churchill_teff.dat;58.739;-94.074;0.254517;14.6417999;-0.1222074;14.64230989;IV;NASA Goddard Space Flight Center;2018/04/24 12:51:56+00;CAN;16;16
58.737902;-93.820581;1964/12/10 00:00:00+00;2023/06/28 23:19:10+00;58.58630137;2023;1;CHL;77;Churchill;124;Churchill_teff.dat;58.739;-94.074;0.254517;14.6417999;-0.1222074;14.64230989;IV;Meteorological Service of Canada (Atmospheric Environment Service);2019/06/04 15:53:39+00;CAN;16;16
-6.400000095;107.4000015;2006/09/08 00:00:00+00;2018/09/19 00:00:00+00;12.03835616;2018;1;BAD;475;Ciater / Bandung;50;Bandung_teff.dat;-6.9;107.583;0.682998405;-20.23075233;55.64998943;59.21321358;V;Indonesian National Institute of Aeronautics and Space;2018/05/30 13:29:16+00;IDN;0;0
47.72999954;42.25;1974/01/01 00:00:00+00;2022/12/01 00:00:00+00;48.94794521;2022;1;CYM;277;Cimljansk;125;Cimljansk_teff.dat;47.63;42.12;0.22999954;9.743232495;11.1299488;14.79210397;VI;Main Geophysical Observatory of  Russia;2018/04/24 12:51:46+00;RUS;64;64
54.77999878;-110.0500031;1977/02/17 10:00:00+00;1981/12/01 16:00:00+00;4.789041096;1981;0;COL;198;Cold Lake;126;Cold_Lake_teff.dat;54.783;-110.05;0.00300432;-0.000199028;-0.334035786;0.334035845;IV;Meteorological Service of Canada (Atmospheric Environment Service);;CAN;702;702
-45.78333282;-67.5;1995/09/06 00:00:00+00;2019/02/01 00:00:00+00;23.42191781;2019;1;CMR;342;Comodoro Rivadavia Aero;128;Comodoro_Rivadavia_teff.dat;-45.783;-67.5;0.00033282;0;-0.037042866;0.037042866;III;National Meteorological Service of Argentina;2018/04/24 12:51:59+00;ARG;46;46
-75.1;123.3;2007/01/23 00:00:00+00;2022/11/01 00:00:00+00;15.78356164;2022;1;DCC;492;Concordia, D̫me C;149;Dome_C_teff.dat;-75.1;123.35;0.05;-1.43227373;0;1.43227373;the Antarctic;National Centre for Scientific Research - France;2019/01/21 17:03:27+00;ATA;3233;3233
17.09000015;-61.81000137;1972/05/16 15:11:00+00;1976/12/06 14:10:00+00;4.561643836;1976;0;CLF;236;Coolidge Field;604;Virgin_Islands_EPA_Site_teff.dat;18.2;-64.48;3.77999848;283.1950515;-123.5429833;308.9697492;IV;NASA Goddard Space Flight Center;2018/04/24 12:51:54+00;ATG;10;10
55.716;12.561;2020/03/17 18:00:01+00;2022/09/01 00:00:00+00;2.460273973;2022;1;;309;Copenhagen;130;Copenhagen_teff.dat;55.39;12.34;0.547;13.91701667;36.2838;38.86125957;VI;Danish Meteorological Institute;2020/03/17 18:00:01+00;DNK;30;30
55.716;12.561;2021/10/01 00:00:00+00;2022/09/01 00:00:00+00;0.917808219;2022;1;None;309;Copenhagen;130;Copenhagen_teff.dat;55.39;12.34;0.547;13.91701667;36.2838;38.86125957;VI;Danish Meteorological Institute;;DNK;;
55.716;12.561;2021/10/01 00:00:00+00;2022/09/01 00:00:00+00;0.917808219;2022;1;None;309;Copenhagen;130;Copenhagen_teff.dat;55.39;12.34;0.547;13.91701667;36.2838;38.86125957;VI;Danish Meteorological Institute;;DNK;;
6.210000038;2.230000019;2005/01/17 11:10:00+00;2007/01/26 09:10:00+00;2.024657534;2007;0;COT;472;Cotonou;289;Lagos_teff.dat;6.6;3.333;1.492999943;-121.9979175;-43.40699577;129.4899963;I;National Centre for Scientific Research - France;;BEN;10;10
-16;-56;1992/09/18 19:00:00+00;1992/10/10 14:00:00+00;0.060273973;1992;0;CUI;334;Cuiaba;131;Cuiaba_teff.dat;-15.6;-56.1;0.5;10.7096439;-44.52;45.79003027;III;Brazilian National Institute for Space Research;;BRA;600;600
44.70999908;-89.76999664;2001/01/01 00:00:00+00;2006/09/28 00:00:00+00;5.742465753;2006;1;DNR;368;Dancy (WI);196;Green_Bay_teff.dat;44.28;-88.07;2.12999572;-134.98485;47.8588976;143.2179591;IV;US Department of Agriculture - Colorado State University;;USA;381;381
-12.41666698;130.8833313;1966/04/30 00:00:00+00;2023/05/01 00:00:00+00;57.04109589;2023;1;DWN;84;Darwin;135;Darwin_teff.dat;-12.42;130.89;0.01000172;-0.724867351;0.370965126;0.814277472;V;Australian Bureau of Meteorology;2019/06/04 15:53:39+00;AUS;31;31
8.399999619;-82.41699982;2002/01/01 00:00:00+00;2004/12/31 00:00:00+00;3;2004;0;DVC;470;David City;301;Las_Tablas_teff.dat;7.75;-80.25;2.816999439;-238.7966213;72.34495759;249.5147675;IV;University of Panama;;PAN;27;27
-68.576704;77.969301;2003/02/20 23:24:00+00;2023/02/28 23:19:02+00;20.03561644;2023;1;DAS;450;Davis;136;Davis_teff.dat;-68.577;77.973;0.003995;-0.150460679;0.0329448;0.154025244;the Antarctic;Australian Bureau of Meteorology;2018/04/24 12:51:59+00;ATA;2;2
38.53570175;-121.776001;2001/01/01 00:00:00+00;2006/09/28 00:00:00+00;5.742465753;2006;1;DVS;359;Davis (CA);489;San_Francisco_teff.dat;37.46;-122.25;1.54970075;41.57764648;119.7256048;126.7395799;IV;US Department of Agriculture - Colorado State University;;USA;18;18
46.813324;9.844385;2007/01/01 00:00:00+00;2022/08/24 00:00:00+00;15.65479452;2022;1;DAV;501;Davos;36;Arosa_teff.dat;46.78;9.68;0.197709;12.52734014;3.7089612;13.06486296;VI;Physical Meteorological Observatory Davos-World Radiation Centre;2021/04/12 16:23:04+00;CHE;1590;1590
52.09999847;5.183333397;1992/11/26 11:17:00+00;2021/09/30 11:33:13+00;28.8630137;2021;1;DBT;316;De Bilt;137;De_Bilt_teff.dat;52.1;5.18;0.003334927;0.227954382;-0.000170289;0.227954446;VI;National  Meteorological Institute of the Netherlands;2019/05/07 19:03:53+00;NLD;2;2
63.72999954;-148.9700012;1997/10/04 07:24:12+00;2003/08/27 16:24:17+00;5.898630137;2003;1;DEN;390;Denali (AK);139;Denali_teff.dat;63.43;-148.58;0.69000074;-19.32204667;33.3899488;38.57758635;IV;US Environmental Protection Agency and the University of Georgia at Athens;;USA;640;640
49.86999893;6.170000076;2000/01/01 00:00:00+00;2023/08/21 00:00:00+00;23.65205479;2023;1;LCD;412;Diekirch;144;Diekirch_teff.dat;49.87;6.17;1.146E-06;5.45296E-06;-0.000119091;0.000119216;VI;Meteo Lycee Classique Diekirch of Luxembourg;2023/08/22 19:41:58+00;LUX;218;218
73.5;80.23000336;1973/03/10 00:00:00+00;1991/10/01 00:00:00+00;18.57260274;1991;1;DXO;5;Dikson Island;145;Dikson_Island_teff.dat;73.5;80.233;0.00299664;-0.094803898;0;0.094803898;VI;Main Geophysical Observatory of  Russia;;RUS;18;18
-81.06999969;-40.5;2000/10/11 00:00:00+00;2000/12/01 00:00:00+00;0.139726027;2000;0;DSB;427;Doctor Sobral;147;Doctor_Sobral_teff.dat;-81.067;-40.5;0.00299969;0;-0.333865497;0.333865497;the Antarctic;Argentine Antarctic Survey and the Argentine Antarctic Army Command;;ATA;100;100
62.09999847;9.100000381;1940/03/21 00:00:00+00;1946/06/01 00:00:00+00;6.2;1946;1;DOM;453;Dombas;208;Harestua_teff.dat;60.07;10.26;3.189998089;-62.44792019;225.9388297;234.4101054;VI;University of Oslo;;NOR;659;659
47.4325;9.7256;1997/04/02 00:00:00+00;2022/06/30 00:00:00+00;25.26027397;2022;1;None;503;Dornbirn;36;Arosa_teff.dat;46.78;9.68;0.6981;3.455020086;72.62325;72.7053891;VI;Austrian UV network - Innsbruck Medical University;;AUT;407;407
51.1197;13.6744;2019/04/01 00:00:00+00;;#WERT!;#WERT!;#WERT!;DRE;60;Dresden;150;Dresden_teff.dat;51.07;13.4;0.3241;19.18457819;5.53161;19.96614007;VI;UNKNOWN;2019/04/02 06:00:01+00;DEU;246;246
51.1197;13.6744;1959/03/17 00:00:00+00;1959/10/01 00:00:00+00;0.542465753;1959;0;DRE;60;Dresden;150;Dresden_teff.dat;51.07;13.4;0.3241;19.18457819;5.53161;19.96614007;VI;UNKNOWN;;DEU;;
22.64999962;88.44999695;1963/02/02 00:00:00+00;1973/02/01 00:00:00+00;10.00547945;1973;1;DDM;75;Dum Dum;153;Dum_Dum_teff.dat;22.38;88.26;0.45999657;19.53544783;30.05095771;35.8426252;II;India Meteorological Department;2019/06/04 15:53:39+00;IND;11;11
-66.66291809;140.002533;1988/02/05 00:00:00+00;2022/12/01 00:00:00+00;34.84383562;2022;1;DDU;28;Dumont d'Urville;154;Dumont_dUrville_teff.dat;-66.666;140.017;0.01754891;-0.638140034;0.343016583;0.72448815;the Antarctic;National Centre for Scientific Research - France;2019/01/21 16:37:41+00;ATA;40;40
38.56666565;67.76667023;1973/01/02 00:00:00+00;1998/11/01 00:00:00+00;25.84657534;1998;1;DUS;113;Dushanbe;156;Dushanbe_teff.dat;38.583;68.783;1.03266412;-88.44359235;-1.818013155;88.46227557;II;Main Geophysical Observatory of  Russia;2018/05/04 13:55:15+00;TJK;800;800
-27.17;-109.42;1995/08/20 23:00:00+00;2022/12/09 00:01:47+00;27.32328767;2022;1;EIC;441;Easter Island;157;Easter_Island_teff.dat;-27.17;-109.42;0;0;0;0;III;Easter Island Meteorological Office;2018/04/24 12:51:47+00;CHL;50;50
53.54999924;-114.0999985;1957/07/01 00:00:00+00;2023/06/28 11:23:56+00;66.03561644;2023;1;EDT;21;Edmonton;159;Edmonton_Stony_Plain_teff.dat;53.55;-114.1;2.26E-06;9.92122E-05;-8.4588E-05;0.000130377;IV;Meteorological Service of Canada (Atmospheric Environment Service);2023/01/18 21:06:43+00;CAN;766;766
44.231006;-79.783839;2003/12/15 20:47:00+00;2021/03/08 06:07:10+00;17.24109589;2021;1;EGB;456;Egbert;160;Egbert_teff.dat;44.23;-79.78;0.004845;-0.306206837;0.1119678;0.326035911;IV;Meteorological Service of Canada (Atmospheric Environment Service);2020/10/01 19:36:54+00;CAN;255;255
37.10400009;-6.734200001;1976/01/13 00:00:00+00;2023/09/01 00:00:00+00;47.66575342;2023;1;ARN;213;El Arenosillo;164;El_Arenosillo_teff.dat;37.1;-6.733;0.005200091;-0.106532427;0.445210017;0.457778459;VI;National Institute of Aerospace Technology of Spain;2023/05/15 19:43:12+00;ESP;41;41
32.47999954;51.43000031;1995/07/31 11:26:00+00;2011/04/25 12:04:00+00;15.74520548;2011;1;EFH;336;Esfahan;238;Isfahan_teff.dat;32.47;51.72;0.29999923;-27.23153403;1.112948802;27.25426757;II;Meteorological Department of Iran;;IRN;1550;1550
32.47999954;51.43000031;1998/01/01 00:00:00+00;2000/07/01 00:00:00+00;2.498630137;2000;0;EFH;336;Esfahan;238;Isfahan_teff.dat;32.47;51.72;0.29999923;-27.23153403;1.112948802;27.25426757;II;Institute of Geophysics - University of Tehran;;IRN;1550;1550
55.315385;-3.206305;1957/07/09 00:00:00+00;1963/08/01 00:00:00+00;6.065753425;1963;1;EDM;39;Eskdalemuir;167;Eskdalemuir_teff.dat;55.19;-3.12;0.21169;-5.476309278;13.9553505;14.99138989;VI;UK Meteorological Office;;GBR;242;242
-19.20000076;15.89999962;1992/09/09 07:00:00+00;1992/10/18 06:00:00+00;0.106849315;1992;0;ETP;335;Etosha Pan;168;Etosha_Pan_teff.dat;-19.2;15.9;1.14E-06;-3.99423E-05;-8.4588E-05;9.35442E-05;I;NASA - Langley Research Center;;NAM;1100;1100
80.05000305;-86.41665649;1992/11/03 11:00:00+00;2023/06/28 23:15:20+00;30.66849315;2023;1;EUK;315;Eureka;169;Eureka_teff.dat;80.053;-86.416;0.00365344;-0.012642293;-0.333560535;0.333800027;IV;Meteorological Service of Canada (Atmospheric Environment Service);2023/01/18 18:32:49+00;CAN;610;610
80.05000305;-86.41665649;1993/02/08 23:18:00+00;1998/12/30 05:31:00+00;5.893150685;1998;1;EUK;315;Eureka;169;Eureka_teff.dat;80.053;-86.416;0.00365344;-0.012642293;-0.333560535;0.333800027;IV;Centre for Research in Earth and Space Technology;;CAN;610;610
25.38999939;-80.68000031;1997/02/24 12:05:48+00;2004/01/12 09:45:51+00;6.884931507;2004;1;EVE;387;Everglades (FL);170;Everglades_teff.dat;25.23;-80.4;0.4399997;-28.17364512;17.80793211;33.32981736;IV;US Environmental Protection Agency and the University of Georgia at Athens;;USA;2;2
25.38999939;-80.68000031;2001/01/01 00:00:00+00;2006/09/28 00:00:00+00;5.742465753;2006;1;EVE;387;Everglades (FL);170;Everglades_teff.dat;25.23;-80.4;0.4399997;-28.17364512;17.80793211;33.32981736;IV;US Department of Agriculture - Colorado State University;;USA;2;2
64.81999969;-147.8699951;1952/04/18 00:00:00+00;2022/05/01 00:00:00+00;70.08219178;2022;1;FBK;105;Fairbanks (AK);172;Fairbanks_teff.dat;64.817;-147.867;0.00599479;-0.141902479;0.333865497;0.362770566;IV;NOAA - Climate Monitoring and Diagnostics Laboratory;2020/11/17 14:08:11+00;USA;138;138
-65.24578094;-64.25710297;1957/06/16 00:00:00+00;2014/09/01 00:00:00+00;57.24931507;2014;1;FAD;232;Faraday-Vernadsky;173;Faraday_Station_teff.dat;-65.246;-64.258;0.00111609;0.041824733;0.024381378;0.048412393;the Antarctic;British Antarctic Survey;2019/08/14 18:05:29+00;ATA;10;10
-65.24578094;-64.25710297;1996/01/01 00:00:00+00;2021/12/01 00:00:00+00;25.93424658;2021;1;FAD;232;Faraday-Vernadsky;173;Faraday_Station_teff.dat;-65.246;-64.258;0.00111609;0.041824733;0.024381378;0.048412393;the Antarctic;Ukranian Antarctic Centre;2022/02/14 15:23:04+00;ATA;10;10
44.54999924;35.11999893;1973/01/01 00:00:00+00;2022/04/01 00:00:00+00;49.27945205;2022;1;FEO;86;Feodosiya;174;Feodosija_teff.dat;45.033;35.383;0.74600183;-20.77666918;-53.75798459;57.63324465;VI;Main Geophysical Observatory of  Russia;;UKR;42;42
40.56999969;-105.0699997;1960/06/02 00:00:00+00;1965/12/02 00:00:00+00;5.504109589;1965;1;FCL;66;Fort Collins (CO);76;Boulder_teff.dat;40.03;-105.25;0.71999999;15.28104204;60.1019655;62.01416372;IV;NOAA - Climate Monitoring and Diagnostics Laboratory;;USA;1551;1551
64;-145.72;1971/08/14 19:49:00+00;1971/08/14 19:49:00+00;0;1971;0;None;520;Fort Greely;443;Poker_Flat_teff.dat;65.133;-147.483;2.896;84.30775984;-126.1029;151.6896165;IV;NASA Goddard Space Flight Center;2018/04/24 12:51:47+00;USA;393;393
48.31000137;-105.0999985;2001/01/01 00:00:00+00;2006/09/28 00:00:00+00;5.742465753;2006;1;FPE;362;Fort Peck (MT);81;Bratts_lake_teff.dat;50.205;-104.713;2.28199713;-28.11729745;-210.9133475;212.7792814;IV;US Department of Agriculture - Colorado State University;;USA;634;634
9.329999924;-79.98000336;1970/11/06 16:45:00+00;1970/11/13 16:45:00+00;0.019178082;1970;0;FSM;203;Fort Sherman;179;Ft._Sherman_teff.dat;9.19;-79.58;0.540003284;-43.94041607;15.58199154;46.62143954;IV;NASA Goddard Space Flight Center;2018/04/24 12:51:57+00;PAN;57;57
9.329999924;-79.98000336;1977/07/16 04:00:00+00;1977/07/31 04:00:00+00;0.04109589;1977;0;FSM;203;Fort Sherman;179;Ft._Sherman_teff.dat;9.19;-79.58;0.540003284;-43.94041607;15.58199154;46.62143954;IV;UNKNOWN;;PAN;57;57
32.83000183;-97.05000305;1959/06/27 00:00:00+00;1959/12/01 00:00:00+00;0.430136986;1959;0;FTW;63;Fort Worth (TX);133;Dallas_teff.dat;32.32;-97.01;0.55000488;-3.752187411;56.76320368;56.88708291;IV;NOAA - Climate Monitoring and Diagnostics Laboratory;;USA;176;176
36.76666641;-119.7166672;1983/06/22 00:00:00+00;1995/03/01 00:00:00+00;11.69863014;1995;1;FAT;244;Fresno (CA);178;Fresno_teff.dat;36.767;-119.717;0.00066639;0.029675125;-0.037128567;0.047530449;IV;NOAA - Climate Monitoring and Diagnostics Laboratory;;USA;100;100
32.65000153;-16.88333321;1989/10/05 00:00:00+00;2002/12/01 00:00:00+00;13.16438356;2002;1;FUN;287;Funchal (Madeira);180;Funchal_teff.dat;32.647;-16.892;0.01166832;0.812256861;0.334070289;0.878273401;VI;Portuguese Institute of Meteorology;;PRT;58;58
39.13299942;-77.21499634;1996/01/01 09:13:07+00;2003/12/07 07:51:42+00;7.936986301;2003;1;GAI;379;Gaithersburg (MD);182;Gaithersburg_teff.dat;39.07;-77.12;0.15799576;-8.205894454;7.011835446;10.79363424;IV;US Environmental Protection Agency and the University of Georgia at Athens;;USA;130;130
-0.680000007;73.15000153;1964/01/23 00:00:00+00;1975/09/01 00:00:00+00;11.61369863;1975;1;GAN;80;Gan (Addu Atoll);183;Gan-Maldives_teff.dat;-0.4;73.09;0.340001537;6.677873804;-31.16400078;31.87144401;II;Maldaves Meteorological Office;;MDV;2;2
42.88000107;-77.02999878;2001/01/01 00:00:00+00;2006/09/28 00:00:00+00;5.742465753;2006;1;GNV;363;Geneva (NY);418;Oshawa_teff.dat;43.95;-78.89;2.93000015;150.3972257;-119.0908809;191.8383783;IV;US Department of Agriculture - Colorado State University;;USA;218;218
50.63000107;-97.05000305;1980/07/15 05:00:00+00;1985/08/09 05:00:00+00;5.071232877;1985;1;GIM;228;Gimli;188;Gimli_teff.dat;50.633;-97.05;0.00300198;-0.000215368;-0.333780909;0.333780978;IV;Meteorological Service of Canada (Atmospheric Environment Service);;CAN;228;228
48.50999832;-113.9960022;1997/09/18 13:26:10+00;2004/06/25 04:38:14+00;6.77260274;2004;1;GLR;386;Glacier (MT);189;Glacier_teff.dat;48.43;-113.25;0.82600052;-55.05984496;8.903813016;55.7751236;IV;US Environmental Protection Agency and the University of Georgia at Athens;;USA;976;976
38.99000168;-76.83000183;2000/11/14 00:00:00+00;2010/09/01 00:00:00+00;9.802739726;2010;1;GSF;447;Goddard (MD);191;Goddard_teff.dat;38.99;-76.833;0.00299985;0.259394345;0.000186984;0.259394412;IV;NASA Goddard Space Flight Center;;USA;100;100
36.27000046;100.6200027;1991/09/01 00:00:00+00;1993/08/02 00:00:00+00;1.920547945;1993;0;GGH;304;Gonghe;192;Gonghe_teff.dat;36.267;100.62;0.00300316;0.000242309;0.333951198;0.333951286;II;Chinese Academy of Sciences - Institute of Atmospheric Physics;;CHN;2860;2860
53.29027939;-60.38750076;1962/01/01 00:00:00+00;2022/12/31 08:04:32+00;61.03835616;2022;1;GOB;76;Goose Bay;193;Goose_Bay_teff.dat;53.306;-60.363;0.04022137;-1.630139316;-1.749703893;2.391405006;IV;Meteorological Service of Canada (Atmospheric Environment Service);2023/01/18 21:06:46+00;CAN;39;39
33.29382;126.16283;1990/08/01 00:00:00+00;;#WERT!;#WERT!;#WERT!;GSN;536;Gosan;115;Cheju_teff.dat;33.5;126.5;0.54335;-31.33273851;-22.947834;38.83739935;II;Korea Meteorological Administration;2023/10/06 06:00:02+00;KOR;71;71
39.092;-28.0242;2017/08/17 00:00:00+00;2022/04/02 00:00:00+00;4.62739726;2022;1;GRW;527;Graciosa;194;Graciosa_Island_teff.dat;39.092;-28.026;0.0018;0.155507036;0;0.155507036;VI;Instituto Portugu̻s do Mar e da Atmosfera;2019/02/12 06:00:02+00;PRT;32;32
39.092;-28.0242;2017/08/16 00:00:00+00;2022/04/02 00:00:00+00;4.630136986;2022;1;GRW;527;Graciosa;194;Graciosa_Island_teff.dat;39.092;-28.026;0.0018;0.155507036;0;0.155507036;VI;Instituto Portugu̻s do Mar e da Atmosfera;;PRT;;
47.18000031;-93.52999878;2001/01/01 00:00:00+00;2006/09/28 00:00:00+00;5.742465753;2006;1;GPZ;365;Grand Rapids (MN);364;Minneapolis_teff.dat;44.54;-93.11;3.05999909;-32.55953797;293.8320345;295.6304924;IV;US Department of Agriculture - Colorado State University;;USA;390;390
47.0937;15.4149;1997/01/01 00:00:00+00;2022/06/30 00:00:00+00;25.50958904;2022;1;;504;Graz;600;Vienna_teff.dat;48.12;16.22;1.8314;-60.42509982;-114.22719;129.2247794;VI;Austrian UV network - Innsbruck Medical University;2019/03/25 18:03:12+00;AUT;355;355
47.0937;15.4149;1997/01/01 00:00:00+00;2022/06/30 00:00:00+00;25.50958904;2022;1;None;504;Graz;600;Vienna_teff.dat;48.12;16.22;1.8314;-60.42509982;-114.22719;129.2247794;VI;Austrian UV network - Innsbruck Medical University;;AUT;355;355
35.59999847;-83.77999878;1997/01/03 16:07:32+00;2004/03/16 11:43:44+00;7.202739726;2004;1;GRS;384;Great Smokey Mountains (TN);195;Great_Smokey_teff.dat;35.35;-83.46;0.56999725;-29.00686365;27.82482971;40.19476692;IV;US Environmental Protection Agency and the University of Georgia at Athens;;USA;564;564
44.47999954;-88.12999725;1958/03/11 00:00:00+00;1975/06/01 00:00:00+00;17.23561644;1975;1;GNB;22;Green Bay (WI);196;Green_Bay_teff.dat;44.28;-88.07;0.25999679;-4.773342892;22.2599488;22.7659861;IV;NOAA - Climate Monitoring and Diagnostics Laboratory;;USA;209;209
33.17779922;-84.40609741;2001/01/01 00:00:00+00;2006/09/28 00:00:00+00;5.742465753;2006;1;GAS;366;Griffin (GA);45;Atlanta_teff.dat;33.45;-84.24;0.43829819;-15.44992216;-30.29594681;34.00800623;IV;US Department of Agriculture - Colorado State University;;USA;270;270
48.2;16.57;2004/01/26 00:00:00+00;2022/06/30 00:00:00+00;18.43835616;2022;1;GED;505;Gross-Enzersdorf;600;Vienna_teff.dat;48.12;16.22;0.43;25.98964141;8.904;27.47258046;VI;Austrian UV network - Innsbruck Medical University;2019/03/25 18:03:12+00;AUT;156;156
48.2;16.57;2004/01/26 00:00:00+00;2022/06/30 00:00:00+00;18.43835616;2022;1;GED;505;Gross-Enzersdorf;600;Vienna_teff.dat;48.12;16.22;0.43;25.98964141;8.904;27.47258046;VI;Austrian UV network - Innsbruck Medical University;;AUT;156;156
47.3126;11.3838;2004/04/03 00:00:00+00;2020/08/31 00:00:00+00;16.42191781;2020;1;;506;Hafelekar;185;Garmisch-Partenkirchen_teff.dat;47.483;11.067;0.4872;23.87158497;-18.96552;30.48841612;VI;Austrian UV network - Innsbruck Medical University;2019/03/05 06:00:01+00;AUT;2282;2282
47.3126;11.3838;2004/04/03 00:00:00+00;2020/08/31 00:00:00+00;16.42191781;2020;1;None;506;Hafelekar;185;Garmisch-Partenkirchen_teff.dat;47.483;11.067;0.4872;23.87158497;-18.96552;30.48841612;VI;Austrian UV network - Innsbruck Medical University;;AUT;2282;2282
36.13999939;37.09999847;1991/01/03 00:00:00+00;2008/05/01 00:00:00+00;17.3369863;2008;1;HAA;298;Halab/Aleppo;17;Aleppo_teff.dat;36.14;37.1;2.14E-06;-0.000137534;-6.7893E-05;0.000153379;VI;University of Aleppo;2017/08/22 12:42:48+00;SYR;502;502
44.73333359;-63.20000076;1992/07/03 13:29:46+00;2005/04/24 05:02:04+00;12.81643836;2005;1;HFX;321;Halifax;200;Halifax_teff.dat;44.67;-63.57;0.43333283;29.27479345;7.049028567;30.11149839;IV;Meteorological Service of Canada (Atmospheric Environment Service);;CAN;31;31
